repo_name|repo_owner|repo_starcount|repo_forkcount|repo_description|repo_api_url|repo_html_url|repo_stargazers|repo_subscribers|repo_forks|repo_main_language
axel|axel-download-accelerator|1775|198|Lightweight CLI download accelerator|https://api.github.com/repos/axel-download-accelerator/axel|https://github.com/axel-download-accelerator/axel|https://api.github.com/repos/axel-download-accelerator/axel/stargazers|https://api.github.com/repos/axel-download-accelerator/axel/subscribers|https://api.github.com/repos/axel-download-accelerator/axel/forks|https://api.github.com/repos/axel-download-accelerator/axel/languages
EpMedia|yangjie10930|1773|418|Android上基于FFmpeg开发的视频处理框架，简单易用，体积小，帮助使用者快速实现视频处理功能。包含以下功能：剪辑，裁剪，旋转，镜像，合并，分离，变速，添加LOGO，添加滤镜，添加背景音乐，加速减速视频，倒放音视频。 The video processing framework based on FFmpeg developed on Android is simple, easy to use, and small in size, helping users quickly realize video processing functions. Contains the following functions: editing, cropping, rotating, mirroring, merging, separating, variable speed, adding LOGO, adding filters, adding background music, accelerating and decelerating video, rewinding audio and video.|https://api.github.com/repos/yangjie10930/EpMedia|https://github.com/yangjie10930/EpMedia|https://api.github.com/repos/yangjie10930/EpMedia/stargazers|https://api.github.com/repos/yangjie10930/EpMedia/subscribers|https://api.github.com/repos/yangjie10930/EpMedia/forks|https://api.github.com/repos/yangjie10930/EpMedia/languages
dustcloud|dgiese|1773|225|Xiaomi Smart Home Device Reverse Engineering and Hacking|https://api.github.com/repos/dgiese/dustcloud|https://github.com/dgiese/dustcloud|https://api.github.com/repos/dgiese/dustcloud/stargazers|https://api.github.com/repos/dgiese/dustcloud/subscribers|https://api.github.com/repos/dgiese/dustcloud/forks|https://api.github.com/repos/dgiese/dustcloud/languages
microui|rxi|1768|131|A tiny immediate-mode UI library|https://api.github.com/repos/rxi/microui|https://github.com/rxi/microui|https://api.github.com/repos/rxi/microui/stargazers|https://api.github.com/repos/rxi/microui/subscribers|https://api.github.com/repos/rxi/microui/forks|https://api.github.com/repos/rxi/microui/languages
sqlite|mackyle|1766|527|Unofficial git mirror of SQLite sources (see link for build instructions)|https://api.github.com/repos/mackyle/sqlite|https://github.com/mackyle/sqlite|https://api.github.com/repos/mackyle/sqlite/stargazers|https://api.github.com/repos/mackyle/sqlite/subscribers|https://api.github.com/repos/mackyle/sqlite/forks|https://api.github.com/repos/mackyle/sqlite/languages
civetweb|civetweb|1765|722|Embedded C/C++ web server|https://api.github.com/repos/civetweb/civetweb|https://github.com/civetweb/civetweb|https://api.github.com/repos/civetweb/civetweb/stargazers|https://api.github.com/repos/civetweb/civetweb/subscribers|https://api.github.com/repos/civetweb/civetweb/forks|https://api.github.com/repos/civetweb/civetweb/languages
Remotery|Celtoys|1763|189|Single C file, Realtime CPU/GPU Profiler with Remote Web Viewer|https://api.github.com/repos/Celtoys/Remotery|https://github.com/Celtoys/Remotery|https://api.github.com/repos/Celtoys/Remotery/stargazers|https://api.github.com/repos/Celtoys/Remotery/subscribers|https://api.github.com/repos/Celtoys/Remotery/forks|https://api.github.com/repos/Celtoys/Remotery/languages
nuster|jiangwenyuan|1759|149|A high performance HTTP proxy cache server and RESTful NoSQL cache server based on HAProxy|https://api.github.com/repos/jiangwenyuan/nuster|https://github.com/jiangwenyuan/nuster|https://api.github.com/repos/jiangwenyuan/nuster/stargazers|https://api.github.com/repos/jiangwenyuan/nuster/subscribers|https://api.github.com/repos/jiangwenyuan/nuster/forks|https://api.github.com/repos/jiangwenyuan/nuster/languages
Down|johnxnguyen|1757|222|Blazing fast Markdown / CommonMark rendering in Swift, built upon cmark.|https://api.github.com/repos/johnxnguyen/Down|https://github.com/johnxnguyen/Down|https://api.github.com/repos/johnxnguyen/Down/stargazers|https://api.github.com/repos/johnxnguyen/Down/subscribers|https://api.github.com/repos/johnxnguyen/Down/forks|https://api.github.com/repos/johnxnguyen/Down/languages
libmodbus|stephane|1750|1186|A Modbus library for Linux, Mac OS X, FreeBSD, QNX and Windows|https://api.github.com/repos/stephane/libmodbus|https://github.com/stephane/libmodbus|https://api.github.com/repos/stephane/libmodbus/stargazers|https://api.github.com/repos/stephane/libmodbus/subscribers|https://api.github.com/repos/stephane/libmodbus/forks|https://api.github.com/repos/stephane/libmodbus/languages
nginx-http-flv-module|winshining|1748|401|Media streaming server based on nginx-rtmp-module. In addtion to the features nginx-rtmp-module provides, HTTP-FLV, GOP cache and VHOST (one IP for multi domain names) are supported now.|https://api.github.com/repos/winshining/nginx-http-flv-module|https://github.com/winshining/nginx-http-flv-module|https://api.github.com/repos/winshining/nginx-http-flv-module/stargazers|https://api.github.com/repos/winshining/nginx-http-flv-module/subscribers|https://api.github.com/repos/winshining/nginx-http-flv-module/forks|https://api.github.com/repos/winshining/nginx-http-flv-module/languages
drmemory|DynamoRIO|1748|216|Memory Debugger for Windows, Linux, Mac, and Android|https://api.github.com/repos/DynamoRIO/drmemory|https://github.com/DynamoRIO/drmemory|https://api.github.com/repos/DynamoRIO/drmemory/stargazers|https://api.github.com/repos/DynamoRIO/drmemory/subscribers|https://api.github.com/repos/DynamoRIO/drmemory/forks|https://api.github.com/repos/DynamoRIO/drmemory/languages
frr|FRRouting|1746|717|The FRRouting Protocol Suite|https://api.github.com/repos/FRRouting/frr|https://github.com/FRRouting/frr|https://api.github.com/repos/FRRouting/frr/stargazers|https://api.github.com/repos/FRRouting/frr/subscribers|https://api.github.com/repos/FRRouting/frr/forks|https://api.github.com/repos/FRRouting/frr/languages
libqrencode|fukuchi|1742|473|A fast and compact QR Code encoding library|https://api.github.com/repos/fukuchi/libqrencode|https://github.com/fukuchi/libqrencode|https://api.github.com/repos/fukuchi/libqrencode/stargazers|https://api.github.com/repos/fukuchi/libqrencode/subscribers|https://api.github.com/repos/fukuchi/libqrencode/forks|https://api.github.com/repos/fukuchi/libqrencode/languages
QWidgetDemo|feiyangqingyun|1739|648|Qt编写的一些开源的demo，预计会有100多个，一直持续更新完善，代码简洁易懂注释详细，每个都是独立项目，非常适合初学者，代码随意传播使用，拒绝打赏和捐赠，欢迎留言评论！|https://api.github.com/repos/feiyangqingyun/QWidgetDemo|https://github.com/feiyangqingyun/QWidgetDemo|https://api.github.com/repos/feiyangqingyun/QWidgetDemo/stargazers|https://api.github.com/repos/feiyangqingyun/QWidgetDemo/subscribers|https://api.github.com/repos/feiyangqingyun/QWidgetDemo/forks|https://api.github.com/repos/feiyangqingyun/QWidgetDemo/languages
openwifi|open-sdr|1733|243|open-source IEEE802.11/Wi-Fi baseband chip/FPGA design|https://api.github.com/repos/open-sdr/openwifi|https://github.com/open-sdr/openwifi|https://api.github.com/repos/open-sdr/openwifi/stargazers|https://api.github.com/repos/open-sdr/openwifi/subscribers|https://api.github.com/repos/open-sdr/openwifi/forks|https://api.github.com/repos/open-sdr/openwifi/languages
onion|davidmoreno|1733|228|C library to create simple HTTP servers and Web Applications.|https://api.github.com/repos/davidmoreno/onion|https://github.com/davidmoreno/onion|https://api.github.com/repos/davidmoreno/onion/stargazers|https://api.github.com/repos/davidmoreno/onion/subscribers|https://api.github.com/repos/davidmoreno/onion/forks|https://api.github.com/repos/davidmoreno/onion/languages
Data-Structure|kangjianwei|1733|710|《数据结构》-严蔚敏.吴伟民-教材源码与习题解析|https://api.github.com/repos/kangjianwei/Data-Structure|https://github.com/kangjianwei/Data-Structure|https://api.github.com/repos/kangjianwei/Data-Structure/stargazers|https://api.github.com/repos/kangjianwei/Data-Structure/subscribers|https://api.github.com/repos/kangjianwei/Data-Structure/forks|https://api.github.com/repos/kangjianwei/Data-Structure/languages
openwebrtc|EricssonResearch|1732|546|A cross-platform WebRTC client framework based on GStreamer|https://api.github.com/repos/EricssonResearch/openwebrtc|https://github.com/EricssonResearch/openwebrtc|https://api.github.com/repos/EricssonResearch/openwebrtc/stargazers|https://api.github.com/repos/EricssonResearch/openwebrtc/subscribers|https://api.github.com/repos/EricssonResearch/openwebrtc/forks|https://api.github.com/repos/EricssonResearch/openwebrtc/languages
Team-Win-Recovery-Project|TeamWin|1722|754|Core recovery files for the Team Win Recovery Project (T.W.R.P) - this is not up to date, please see https://github.com/omnirom/android_bootable_recovery/|https://api.github.com/repos/TeamWin/Team-Win-Recovery-Project|https://github.com/TeamWin/Team-Win-Recovery-Project|https://api.github.com/repos/TeamWin/Team-Win-Recovery-Project/stargazers|https://api.github.com/repos/TeamWin/Team-Win-Recovery-Project/subscribers|https://api.github.com/repos/TeamWin/Team-Win-Recovery-Project/forks|https://api.github.com/repos/TeamWin/Team-Win-Recovery-Project/languages
dump1090|antirez|1719|1050|Dump1090 is a simple Mode S decoder for RTLSDR devices|https://api.github.com/repos/antirez/dump1090|https://github.com/antirez/dump1090|https://api.github.com/repos/antirez/dump1090/stargazers|https://api.github.com/repos/antirez/dump1090/subscribers|https://api.github.com/repos/antirez/dump1090/forks|https://api.github.com/repos/antirez/dump1090/languages
LVS|alibaba|1719|644|A distribution of Linux Virtual Server with some advanced features. It introduces a new packet forwarding method - FULLNAT other than NAT/Tunneling/DirectRouting, and defense mechanism against synflooding attack - SYNPROXY.|https://api.github.com/repos/alibaba/LVS|https://github.com/alibaba/LVS|https://api.github.com/repos/alibaba/LVS/stargazers|https://api.github.com/repos/alibaba/LVS/subscribers|https://api.github.com/repos/alibaba/LVS/forks|https://api.github.com/repos/alibaba/LVS/languages
keen|keendreams|1716|168|Keen Dreams on Greenlight!|https://api.github.com/repos/keendreams/keen|https://github.com/keendreams/keen|https://api.github.com/repos/keendreams/keen/stargazers|https://api.github.com/repos/keendreams/keen/subscribers|https://api.github.com/repos/keendreams/keen/forks|https://api.github.com/repos/keendreams/keen/languages
lmdb|LMDB|1715|455|Read-only mirror of official repo on openldap.org. Issues and pull requests here are ignored. Use OpenLDAP ITS for issues.|https://api.github.com/repos/LMDB/lmdb|https://github.com/LMDB/lmdb|https://api.github.com/repos/LMDB/lmdb/stargazers|https://api.github.com/repos/LMDB/lmdb/subscribers|https://api.github.com/repos/LMDB/lmdb/forks|https://api.github.com/repos/LMDB/lmdb/languages
bcrypt-ruby|bcrypt-ruby|1711|268|bcrypt-ruby is a Ruby binding for the OpenBSD bcrypt() password hashing algorithm, allowing you to easily store a secure hash of your users' passwords.|https://api.github.com/repos/bcrypt-ruby/bcrypt-ruby|https://github.com/bcrypt-ruby/bcrypt-ruby|https://api.github.com/repos/bcrypt-ruby/bcrypt-ruby/stargazers|https://api.github.com/repos/bcrypt-ruby/bcrypt-ruby/subscribers|https://api.github.com/repos/bcrypt-ruby/bcrypt-ruby/forks|https://api.github.com/repos/bcrypt-ruby/bcrypt-ruby/languages
raspi3-tutorial|bztsrc|1709|200|Bare metal Raspberry Pi 3 tutorials|https://api.github.com/repos/bztsrc/raspi3-tutorial|https://github.com/bztsrc/raspi3-tutorial|https://api.github.com/repos/bztsrc/raspi3-tutorial/stargazers|https://api.github.com/repos/bztsrc/raspi3-tutorial/subscribers|https://api.github.com/repos/bztsrc/raspi3-tutorial/forks|https://api.github.com/repos/bztsrc/raspi3-tutorial/languages
CMSIS_5|ARM-software|1706|727|CMSIS Version 5 Development Repository|https://api.github.com/repos/ARM-software/CMSIS_5|https://github.com/ARM-software/CMSIS_5|https://api.github.com/repos/ARM-software/CMSIS_5/stargazers|https://api.github.com/repos/ARM-software/CMSIS_5/subscribers|https://api.github.com/repos/ARM-software/CMSIS_5/forks|https://api.github.com/repos/ARM-software/CMSIS_5/languages
magma|lavabit|1704|165|The magma server daemon, is an encrypted email system with support for SMTP, POP, IMAP, HTTP and MOLTEN,. Additional support for DMTP and DMAP is currently in active development.|https://api.github.com/repos/lavabit/magma|https://github.com/lavabit/magma|https://api.github.com/repos/lavabit/magma/stargazers|https://api.github.com/repos/lavabit/magma/subscribers|https://api.github.com/repos/lavabit/magma/forks|https://api.github.com/repos/lavabit/magma/languages
openwrt|Lienol|1701|1374|Lienol's Modified OpenWrt source|https://api.github.com/repos/Lienol/openwrt|https://github.com/Lienol/openwrt|https://api.github.com/repos/Lienol/openwrt/stargazers|https://api.github.com/repos/Lienol/openwrt/subscribers|https://api.github.com/repos/Lienol/openwrt/forks|https://api.github.com/repos/Lienol/openwrt/languages
libsixel|saitoha|1701|46|A SIXEL encoder/decoder implementation derived from kmiya's sixel (https://github.com/saitoha/sixel).|https://api.github.com/repos/saitoha/libsixel|https://github.com/saitoha/libsixel|https://api.github.com/repos/saitoha/libsixel/stargazers|https://api.github.com/repos/saitoha/libsixel/subscribers|https://api.github.com/repos/saitoha/libsixel/forks|https://api.github.com/repos/saitoha/libsixel/languages
ly|nullgemm|1691|136|display manager with console UI|https://api.github.com/repos/nullgemm/ly|https://github.com/nullgemm/ly|https://api.github.com/repos/nullgemm/ly/stargazers|https://api.github.com/repos/nullgemm/ly/subscribers|https://api.github.com/repos/nullgemm/ly/forks|https://api.github.com/repos/nullgemm/ly/languages
polipo|jech|1688|343|The Polipo caching HTTP proxy|https://api.github.com/repos/jech/polipo|https://github.com/jech/polipo|https://api.github.com/repos/jech/polipo/stargazers|https://api.github.com/repos/jech/polipo/subscribers|https://api.github.com/repos/jech/polipo/forks|https://api.github.com/repos/jech/polipo/languages
wlroots|swaywm|1686|310|A modular Wayland compositor library|https://api.github.com/repos/swaywm/wlroots|https://github.com/swaywm/wlroots|https://api.github.com/repos/swaywm/wlroots/stargazers|https://api.github.com/repos/swaywm/wlroots/subscribers|https://api.github.com/repos/swaywm/wlroots/forks|https://api.github.com/repos/swaywm/wlroots/languages
HoloCubic|peng-zhihui|1677|286|带网络功能的伪全息透明显示桌面站|https://api.github.com/repos/peng-zhihui/HoloCubic|https://github.com/peng-zhihui/HoloCubic|https://api.github.com/repos/peng-zhihui/HoloCubic/stargazers|https://api.github.com/repos/peng-zhihui/HoloCubic/subscribers|https://api.github.com/repos/peng-zhihui/HoloCubic/forks|https://api.github.com/repos/peng-zhihui/HoloCubic/languages
yjPlay|yangchaojiang|1677|315|"一个支持自定义UI布局,流式API, 加密,直播  ,亮度,音量,快进等手势 ,广告视频预览,多种加载模式 ,多种分辨率切换 ,多种封面图, 自定义数据源,列表播放,倍数播放,边播变缓存<font color=""red"">不是使用AndroidVideoCache</font>,离线播放,神奇的播放器  "|https://api.github.com/repos/yangchaojiang/yjPlay|https://github.com/yangchaojiang/yjPlay|https://api.github.com/repos/yangchaojiang/yjPlay/stargazers|https://api.github.com/repos/yangchaojiang/yjPlay/subscribers|https://api.github.com/repos/yangchaojiang/yjPlay/forks|https://api.github.com/repos/yangchaojiang/yjPlay/languages
wiredtiger|wiredtiger|1676|294|WiredTiger's source tree|https://api.github.com/repos/wiredtiger/wiredtiger|https://github.com/wiredtiger/wiredtiger|https://api.github.com/repos/wiredtiger/wiredtiger/stargazers|https://api.github.com/repos/wiredtiger/wiredtiger/subscribers|https://api.github.com/repos/wiredtiger/wiredtiger/forks|https://api.github.com/repos/wiredtiger/wiredtiger/languages
bdwgc|ivmai|1675|282|The Boehm-Demers-Weiser conservative C/C++ Garbage Collector (libgc, bdwgc, boehm-gc) |https://api.github.com/repos/ivmai/bdwgc|https://github.com/ivmai/bdwgc|https://api.github.com/repos/ivmai/bdwgc/stargazers|https://api.github.com/repos/ivmai/bdwgc/subscribers|https://api.github.com/repos/ivmai/bdwgc/forks|https://api.github.com/repos/ivmai/bdwgc/languages
libfaketime|wolfcw|1674|215|libfaketime modifies the system time for a single application|https://api.github.com/repos/wolfcw/libfaketime|https://github.com/wolfcw/libfaketime|https://api.github.com/repos/wolfcw/libfaketime/stargazers|https://api.github.com/repos/wolfcw/libfaketime/subscribers|https://api.github.com/repos/wolfcw/libfaketime/forks|https://api.github.com/repos/wolfcw/libfaketime/languages
mtr|traviscross|1674|270|Official repository for mtr, a network diagnostic tool|https://api.github.com/repos/traviscross/mtr|https://github.com/traviscross/mtr|https://api.github.com/repos/traviscross/mtr/stargazers|https://api.github.com/repos/traviscross/mtr/subscribers|https://api.github.com/repos/traviscross/mtr/forks|https://api.github.com/repos/traviscross/mtr/languages
pianobar|PromyLOPh|1671|327|Console-based pandora.com player|https://api.github.com/repos/PromyLOPh/pianobar|https://github.com/PromyLOPh/pianobar|https://api.github.com/repos/PromyLOPh/pianobar/stargazers|https://api.github.com/repos/PromyLOPh/pianobar/subscribers|https://api.github.com/repos/PromyLOPh/pianobar/forks|https://api.github.com/repos/PromyLOPh/pianobar/languages
Main_MiSTer|MiSTer-devel|1671|177|Main MiSTer binary and Wiki|https://api.github.com/repos/MiSTer-devel/Main_MiSTer|https://github.com/MiSTer-devel/Main_MiSTer|https://api.github.com/repos/MiSTer-devel/Main_MiSTer/stargazers|https://api.github.com/repos/MiSTer-devel/Main_MiSTer/subscribers|https://api.github.com/repos/MiSTer-devel/Main_MiSTer/forks|https://api.github.com/repos/MiSTer-devel/Main_MiSTer/languages
proxydroid|madeye|1669|587|Global Proxy for Android|https://api.github.com/repos/madeye/proxydroid|https://github.com/madeye/proxydroid|https://api.github.com/repos/madeye/proxydroid/stargazers|https://api.github.com/repos/madeye/proxydroid/subscribers|https://api.github.com/repos/madeye/proxydroid/forks|https://api.github.com/repos/madeye/proxydroid/languages
httrack|xroche|1665|376|HTTrack Website Copier, copy websites to your computer (Official repository)|https://api.github.com/repos/xroche/httrack|https://github.com/xroche/httrack|https://api.github.com/repos/xroche/httrack/stargazers|https://api.github.com/repos/xroche/httrack/subscribers|https://api.github.com/repos/xroche/httrack/forks|https://api.github.com/repos/xroche/httrack/languages
android_bootable_recovery|omnirom|1664|1278||https://api.github.com/repos/omnirom/android_bootable_recovery|https://github.com/omnirom/android_bootable_recovery|https://api.github.com/repos/omnirom/android_bootable_recovery/stargazers|https://api.github.com/repos/omnirom/android_bootable_recovery/subscribers|https://api.github.com/repos/omnirom/android_bootable_recovery/forks|https://api.github.com/repos/omnirom/android_bootable_recovery/languages
libphenom|facebookarchive|1658|380|An eventing framework for building high performance and high scalability systems in C.|https://api.github.com/repos/facebookarchive/libphenom|https://github.com/facebookarchive/libphenom|https://api.github.com/repos/facebookarchive/libphenom/stargazers|https://api.github.com/repos/facebookarchive/libphenom/subscribers|https://api.github.com/repos/facebookarchive/libphenom/forks|https://api.github.com/repos/facebookarchive/libphenom/languages
OpenGL|McNopper|1654|532|OpenGL 3 and 4 with GLSL|https://api.github.com/repos/McNopper/OpenGL|https://github.com/McNopper/OpenGL|https://api.github.com/repos/McNopper/OpenGL/stargazers|https://api.github.com/repos/McNopper/OpenGL/subscribers|https://api.github.com/repos/McNopper/OpenGL/forks|https://api.github.com/repos/McNopper/OpenGL/languages
silk-v3-decoder|kn007|1653|455|[Skype Silk Codec SDK]Decode silk v3 audio files (like wechat amr, aud files, qq slk files) and convert to other format (like mp3). Batch conversion support.|https://api.github.com/repos/kn007/silk-v3-decoder|https://github.com/kn007/silk-v3-decoder|https://api.github.com/repos/kn007/silk-v3-decoder/stargazers|https://api.github.com/repos/kn007/silk-v3-decoder/subscribers|https://api.github.com/repos/kn007/silk-v3-decoder/forks|https://api.github.com/repos/kn007/silk-v3-decoder/languages
ettercap|Ettercap|1653|411|Ettercap Project|https://api.github.com/repos/Ettercap/ettercap|https://github.com/Ettercap/ettercap|https://api.github.com/repos/Ettercap/ettercap/stargazers|https://api.github.com/repos/Ettercap/ettercap/subscribers|https://api.github.com/repos/Ettercap/ettercap/forks|https://api.github.com/repos/Ettercap/ettercap/languages
phptrace|Qihoo360|1650|407|A tracing and troubleshooting tool for PHP scripts.|https://api.github.com/repos/Qihoo360/phptrace|https://github.com/Qihoo360/phptrace|https://api.github.com/repos/Qihoo360/phptrace/stargazers|https://api.github.com/repos/Qihoo360/phptrace/subscribers|https://api.github.com/repos/Qihoo360/phptrace/forks|https://api.github.com/repos/Qihoo360/phptrace/languages
guacamole-server|apache|1650|357|Mirror of Apache Guacamole Server|https://api.github.com/repos/apache/guacamole-server|https://github.com/apache/guacamole-server|https://api.github.com/repos/apache/guacamole-server/stargazers|https://api.github.com/repos/apache/guacamole-server/subscribers|https://api.github.com/repos/apache/guacamole-server/forks|https://api.github.com/repos/apache/guacamole-server/languages
dynamorio|DynamoRIO|1647|382|Dynamic Instrumentation Tool Platform|https://api.github.com/repos/DynamoRIO/dynamorio|https://github.com/DynamoRIO/dynamorio|https://api.github.com/repos/DynamoRIO/dynamorio/stargazers|https://api.github.com/repos/DynamoRIO/dynamorio/subscribers|https://api.github.com/repos/DynamoRIO/dynamorio/forks|https://api.github.com/repos/DynamoRIO/dynamorio/languages
hitch|varnish|1641|149|A scalable TLS proxy by Varnish Software.|https://api.github.com/repos/varnish/hitch|https://github.com/varnish/hitch|https://api.github.com/repos/varnish/hitch/stargazers|https://api.github.com/repos/varnish/hitch/subscribers|https://api.github.com/repos/varnish/hitch/forks|https://api.github.com/repos/varnish/hitch/languages
sxhkd|baskerville|1640|97|Simple X hotkey daemon|https://api.github.com/repos/baskerville/sxhkd|https://github.com/baskerville/sxhkd|https://api.github.com/repos/baskerville/sxhkd/stargazers|https://api.github.com/repos/baskerville/sxhkd/subscribers|https://api.github.com/repos/baskerville/sxhkd/forks|https://api.github.com/repos/baskerville/sxhkd/languages
winafl|googleprojectzero|1639|424|A fork of AFL for fuzzing Windows binaries|https://api.github.com/repos/googleprojectzero/winafl|https://github.com/googleprojectzero/winafl|https://api.github.com/repos/googleprojectzero/winafl/stargazers|https://api.github.com/repos/googleprojectzero/winafl/subscribers|https://api.github.com/repos/googleprojectzero/winafl/forks|https://api.github.com/repos/googleprojectzero/winafl/languages
esp8266-wiki|esp8266|1639|299||https://api.github.com/repos/esp8266/esp8266-wiki|https://github.com/esp8266/esp8266-wiki|https://api.github.com/repos/esp8266/esp8266-wiki/stargazers|https://api.github.com/repos/esp8266/esp8266-wiki/subscribers|https://api.github.com/repos/esp8266/esp8266-wiki/forks|https://api.github.com/repos/esp8266/esp8266-wiki/languages
esp32-snippets|nkolban|1638|565|Sample ESP32 snippets and code fragments|https://api.github.com/repos/nkolban/esp32-snippets|https://github.com/nkolban/esp32-snippets|https://api.github.com/repos/nkolban/esp32-snippets/stargazers|https://api.github.com/repos/nkolban/esp32-snippets/subscribers|https://api.github.com/repos/nkolban/esp32-snippets/forks|https://api.github.com/repos/nkolban/esp32-snippets/languages
OSCPRepo|rewardone|1638|611|A list of commands, scripts, resources, and more that I have gathered and attempted to consolidate for use as OSCP (and more) study material. Commands in 'Usefulcommands' Keepnote. Bookmarks and reading material in 'BookmarkList' CherryTree. Reconscan Py2 and Py3. Custom ISO building.|https://api.github.com/repos/rewardone/OSCPRepo|https://github.com/rewardone/OSCPRepo|https://api.github.com/repos/rewardone/OSCPRepo/stargazers|https://api.github.com/repos/rewardone/OSCPRepo/subscribers|https://api.github.com/repos/rewardone/OSCPRepo/forks|https://api.github.com/repos/rewardone/OSCPRepo/languages
tinyusb|hathach|1636|252|An open source  cross-platform USB stack for embedded system|https://api.github.com/repos/hathach/tinyusb|https://github.com/hathach/tinyusb|https://api.github.com/repos/hathach/tinyusb/stargazers|https://api.github.com/repos/hathach/tinyusb/subscribers|https://api.github.com/repos/hathach/tinyusb/forks|https://api.github.com/repos/hathach/tinyusb/languages
EasyLogger|armink|1635|657|"An ultra-lightweight(ROM<1.6K, RAM<0.3k), high-performance C/C++ log library. | 一款超轻量级(ROM<1.6K, RAM<0.3k)、高性能的 C/C++ 日志库"|https://api.github.com/repos/armink/EasyLogger|https://github.com/armink/EasyLogger|https://api.github.com/repos/armink/EasyLogger/stargazers|https://api.github.com/repos/armink/EasyLogger/subscribers|https://api.github.com/repos/armink/EasyLogger/forks|https://api.github.com/repos/armink/EasyLogger/languages
spdk|spdk|1634|639|Storage Performance Development Kit|https://api.github.com/repos/spdk/spdk|https://github.com/spdk/spdk|https://api.github.com/repos/spdk/spdk/stargazers|https://api.github.com/repos/spdk/spdk/subscribers|https://api.github.com/repos/spdk/spdk/forks|https://api.github.com/repos/spdk/spdk/languages
flecs|SanderMertens|1629|111|A fast entity component system (ECS) for C & C++|https://api.github.com/repos/SanderMertens/flecs|https://github.com/SanderMertens/flecs|https://api.github.com/repos/SanderMertens/flecs/stargazers|https://api.github.com/repos/SanderMertens/flecs/subscribers|https://api.github.com/repos/SanderMertens/flecs/forks|https://api.github.com/repos/SanderMertens/flecs/languages
Chipmunk2D|slembcke|1628|275|A fast and lightweight 2D game physics library.|https://api.github.com/repos/slembcke/Chipmunk2D|https://github.com/slembcke/Chipmunk2D|https://api.github.com/repos/slembcke/Chipmunk2D/stargazers|https://api.github.com/repos/slembcke/Chipmunk2D/subscribers|https://api.github.com/repos/slembcke/Chipmunk2D/forks|https://api.github.com/repos/slembcke/Chipmunk2D/languages
OpenSC|OpenSC|1627|548|Open source smart card tools and middleware. PKCS#11/MiniDriver/Tokend|https://api.github.com/repos/OpenSC/OpenSC|https://github.com/OpenSC/OpenSC|https://api.github.com/repos/OpenSC/OpenSC/stargazers|https://api.github.com/repos/OpenSC/OpenSC/subscribers|https://api.github.com/repos/OpenSC/OpenSC/forks|https://api.github.com/repos/OpenSC/OpenSC/languages
wine|wine-mirror|1620|711||https://api.github.com/repos/wine-mirror/wine|https://github.com/wine-mirror/wine|https://api.github.com/repos/wine-mirror/wine/stargazers|https://api.github.com/repos/wine-mirror/wine/subscribers|https://api.github.com/repos/wine-mirror/wine/forks|https://api.github.com/repos/wine-mirror/wine/languages
libpcap|the-tcpdump-group|1611|616|the LIBpcap interface to various kernel packet capture mechanism|https://api.github.com/repos/the-tcpdump-group/libpcap|https://github.com/the-tcpdump-group/libpcap|https://api.github.com/repos/the-tcpdump-group/libpcap/stargazers|https://api.github.com/repos/the-tcpdump-group/libpcap/subscribers|https://api.github.com/repos/the-tcpdump-group/libpcap/forks|https://api.github.com/repos/the-tcpdump-group/libpcap/languages
fbtft|notro|1610|469|Linux Framebuffer drivers for small TFT LCD display modules|https://api.github.com/repos/notro/fbtft|https://github.com/notro/fbtft|https://api.github.com/repos/notro/fbtft/stargazers|https://api.github.com/repos/notro/fbtft/subscribers|https://api.github.com/repos/notro/fbtft/forks|https://api.github.com/repos/notro/fbtft/languages
level-ip|saminiir|1607|283|A hacker's userspace TCP/IP stack|https://api.github.com/repos/saminiir/level-ip|https://github.com/saminiir/level-ip|https://api.github.com/repos/saminiir/level-ip/stargazers|https://api.github.com/repos/saminiir/level-ip/subscribers|https://api.github.com/repos/saminiir/level-ip/forks|https://api.github.com/repos/saminiir/level-ip/languages
ctypes.sh|taviso|1605|78|A foreign function interface for bash.|https://api.github.com/repos/taviso/ctypes.sh|https://github.com/taviso/ctypes.sh|https://api.github.com/repos/taviso/ctypes.sh/stargazers|https://api.github.com/repos/taviso/ctypes.sh/subscribers|https://api.github.com/repos/taviso/ctypes.sh/forks|https://api.github.com/repos/taviso/ctypes.sh/languages
NetHack|NetHack|1604|316|Official NetHack Git Repository|https://api.github.com/repos/NetHack/NetHack|https://github.com/NetHack/NetHack|https://api.github.com/repos/NetHack/NetHack/stargazers|https://api.github.com/repos/NetHack/NetHack/subscribers|https://api.github.com/repos/NetHack/NetHack/forks|https://api.github.com/repos/NetHack/NetHack/languages
mtcp|mtcp-stack|1603|388|mTCP: A Highly Scalable User-level TCP Stack for Multicore Systems|https://api.github.com/repos/mtcp-stack/mtcp|https://github.com/mtcp-stack/mtcp|https://api.github.com/repos/mtcp-stack/mtcp/stargazers|https://api.github.com/repos/mtcp-stack/mtcp/subscribers|https://api.github.com/repos/mtcp-stack/mtcp/forks|https://api.github.com/repos/mtcp-stack/mtcp/languages
