repo_name|repo_owner|#_memcmp|#_memcpy|#_strcmp|#_strcpy|#_stars|#_forks|repo_description|repo_api_url|repo_html_url|repo_stargazers|repo_subscribers|repo_forks|repo_main_language
msripv6|Plankankul|7|48|25|43|0|0|Microsoft Research IPv6 Release 1.4 2000 (untouched)|https://api.github.com/repos/Plankankul/msripv6|https://github.com/Plankankul/msripv6|https://api.github.com/repos/Plankankul/msripv6/stargazers|https://api.github.com/repos/Plankankul/msripv6/subscribers|https://api.github.com/repos/Plankankul/msripv6/forks|https://api.github.com/repos/Plankankul/msripv6/languages
mt001|stoerotug|50|176|285|262|0|0||https://api.github.com/repos/stoerotug/mt001|https://github.com/stoerotug/mt001|https://api.github.com/repos/stoerotug/mt001/stargazers|https://api.github.com/repos/stoerotug/mt001/subscribers|https://api.github.com/repos/stoerotug/mt001/forks|https://api.github.com/repos/stoerotug/mt001/languages
mtasa-blue|crodrigues96|104|289|211|129|0|0|Automatically exported from code.google.com/p/mtasa-blue|https://api.github.com/repos/crodrigues96/mtasa-blue|https://github.com/crodrigues96/mtasa-blue|https://api.github.com/repos/crodrigues96/mtasa-blue/stargazers|https://api.github.com/repos/crodrigues96/mtasa-blue/subscribers|https://api.github.com/repos/crodrigues96/mtasa-blue/forks|https://api.github.com/repos/crodrigues96/mtasa-blue/languages
mtcp_test|watsonmf|113|495|173|54|0|0|testing copy from https://github.com/eunyoung14/mtcp|https://api.github.com/repos/watsonmf/mtcp_test|https://github.com/watsonmf/mtcp_test|https://api.github.com/repos/watsonmf/mtcp_test/stargazers|https://api.github.com/repos/watsonmf/mtcp_test/subscribers|https://api.github.com/repos/watsonmf/mtcp_test/forks|https://api.github.com/repos/watsonmf/mtcp_test/languages
mulle-gdb|Codeon-GmbH|173|653|799|317|0|0|🦗 gdb debugger for mulle-objc |https://api.github.com/repos/Codeon-GmbH/mulle-gdb|https://github.com/Codeon-GmbH/mulle-gdb|https://api.github.com/repos/Codeon-GmbH/mulle-gdb/stargazers|https://api.github.com/repos/Codeon-GmbH/mulle-gdb/subscribers|https://api.github.com/repos/Codeon-GmbH/mulle-gdb/forks|https://api.github.com/repos/Codeon-GmbH/mulle-gdb/languages
Multi2sim_MOESI|rohanjuneja|0|43|30|9|0|1|Multi2sim with moesi protocol|https://api.github.com/repos/rohanjuneja/Multi2sim_MOESI|https://github.com/rohanjuneja/Multi2sim_MOESI|https://api.github.com/repos/rohanjuneja/Multi2sim_MOESI/stargazers|https://api.github.com/repos/rohanjuneja/Multi2sim_MOESI/subscribers|https://api.github.com/repos/rohanjuneja/Multi2sim_MOESI/forks|https://api.github.com/repos/rohanjuneja/Multi2sim_MOESI/languages
Multiprocessing|dbentall|0|3|12|15|0|0||https://api.github.com/repos/dbentall/Multiprocessing|https://github.com/dbentall/Multiprocessing|https://api.github.com/repos/dbentall/Multiprocessing/stargazers|https://api.github.com/repos/dbentall/Multiprocessing/subscribers|https://api.github.com/repos/dbentall/Multiprocessing/forks|https://api.github.com/repos/dbentall/Multiprocessing/languages
mupdf|crow-misia|15|33|43|14|0|0||https://api.github.com/repos/crow-misia/mupdf|https://github.com/crow-misia/mupdf|https://api.github.com/repos/crow-misia/mupdf/stargazers|https://api.github.com/repos/crow-misia/mupdf/subscribers|https://api.github.com/repos/crow-misia/mupdf/forks|https://api.github.com/repos/crow-misia/mupdf/languages
mupdf|deanrock|20|43|56|18|0|0||https://api.github.com/repos/deanrock/mupdf|https://github.com/deanrock/mupdf|https://api.github.com/repos/deanrock/mupdf/stargazers|https://api.github.com/repos/deanrock/mupdf/subscribers|https://api.github.com/repos/deanrock/mupdf/forks|https://api.github.com/repos/deanrock/mupdf/languages
mupdf|nqv|20|44|56|18|0|0|Forked from debian mupdf|https://api.github.com/repos/nqv/mupdf|https://github.com/nqv/mupdf|https://api.github.com/repos/nqv/mupdf/stargazers|https://api.github.com/repos/nqv/mupdf/subscribers|https://api.github.com/repos/nqv/mupdf/forks|https://api.github.com/repos/nqv/mupdf/languages
mupdf|wzhsunn|20|38|48|16|0|0||https://api.github.com/repos/wzhsunn/mupdf|https://github.com/wzhsunn/mupdf|https://api.github.com/repos/wzhsunn/mupdf/stargazers|https://api.github.com/repos/wzhsunn/mupdf/subscribers|https://api.github.com/repos/wzhsunn/mupdf/forks|https://api.github.com/repos/wzhsunn/mupdf/languages
mupdf-converter|superbatonchik|72|197|142|91|0|0|Automatically exported from code.google.com/p/mupdf-converter|https://api.github.com/repos/superbatonchik/mupdf-converter|https://github.com/superbatonchik/mupdf-converter|https://api.github.com/repos/superbatonchik/mupdf-converter/stargazers|https://api.github.com/repos/superbatonchik/mupdf-converter/subscribers|https://api.github.com/repos/superbatonchik/mupdf-converter/forks|https://api.github.com/repos/superbatonchik/mupdf-converter/languages
MusicCloud|hanvo|2|24|9|6|0|0|Pij or BeatBox|https://api.github.com/repos/hanvo/MusicCloud|https://github.com/hanvo/MusicCloud|https://api.github.com/repos/hanvo/MusicCloud/stargazers|https://api.github.com/repos/hanvo/MusicCloud/subscribers|https://api.github.com/repos/hanvo/MusicCloud/forks|https://api.github.com/repos/hanvo/MusicCloud/languages
mx6dlsabresd_uboot|huangxijian|93|417|281|139|0|0|imx6dl uboot|https://api.github.com/repos/huangxijian/mx6dlsabresd_uboot|https://github.com/huangxijian/mx6dlsabresd_uboot|https://api.github.com/repos/huangxijian/mx6dlsabresd_uboot/stargazers|https://api.github.com/repos/huangxijian/mx6dlsabresd_uboot/subscribers|https://api.github.com/repos/huangxijian/mx6dlsabresd_uboot/forks|https://api.github.com/repos/huangxijian/mx6dlsabresd_uboot/languages
my_ftp|ccx19930930|0|12|11|39|0|0||https://api.github.com/repos/ccx19930930/my_ftp|https://github.com/ccx19930930/my_ftp|https://api.github.com/repos/ccx19930930/my_ftp/stargazers|https://api.github.com/repos/ccx19930930/my_ftp/subscribers|https://api.github.com/repos/ccx19930930/my_ftp/forks|https://api.github.com/repos/ccx19930930/my_ftp/languages
my_LineageOS17.1_kernel_for_op6|dhdgves|1272|6629|2039|1080|0|0||https://api.github.com/repos/dhdgves/my_LineageOS17.1_kernel_for_op6|https://github.com/dhdgves/my_LineageOS17.1_kernel_for_op6|https://api.github.com/repos/dhdgves/my_LineageOS17.1_kernel_for_op6/stargazers|https://api.github.com/repos/dhdgves/my_LineageOS17.1_kernel_for_op6/subscribers|https://api.github.com/repos/dhdgves/my_LineageOS17.1_kernel_for_op6/forks|https://api.github.com/repos/dhdgves/my_LineageOS17.1_kernel_for_op6/languages
my-kernel|VincenzoDo|1110|5522|1529|1049|0|0|my-kernel|https://api.github.com/repos/VincenzoDo/my-kernel|https://github.com/VincenzoDo/my-kernel|https://api.github.com/repos/VincenzoDo/my-kernel/stargazers|https://api.github.com/repos/VincenzoDo/my-kernel/subscribers|https://api.github.com/repos/VincenzoDo/my-kernel/forks|https://api.github.com/repos/VincenzoDo/my-kernel/languages
mybsd|premiamatti|1090|3462|3809|1060|0|0|Test repository|https://api.github.com/repos/premiamatti/mybsd|https://github.com/premiamatti/mybsd|https://api.github.com/repos/premiamatti/mybsd/stargazers|https://api.github.com/repos/premiamatti/mybsd/subscribers|https://api.github.com/repos/premiamatti/mybsd/forks|https://api.github.com/repos/premiamatti/mybsd/languages
mynotePython|EExuke|1|21|9|6|0|0|My code note for Python study.|https://api.github.com/repos/EExuke/mynotePython|https://github.com/EExuke/mynotePython|https://api.github.com/repos/EExuke/mynotePython/stargazers|https://api.github.com/repos/EExuke/mynotePython/subscribers|https://api.github.com/repos/EExuke/mynotePython/forks|https://api.github.com/repos/EExuke/mynotePython/languages
myopenwrt|lbthomsen|89|412|212|114|0|0|Example for: http://openwrt.internet-share.com/2014/09/02/using-git-to-manage-multiple-target-builds/|https://api.github.com/repos/lbthomsen/myopenwrt|https://github.com/lbthomsen/myopenwrt|https://api.github.com/repos/lbthomsen/myopenwrt/stargazers|https://api.github.com/repos/lbthomsen/myopenwrt/subscribers|https://api.github.com/repos/lbthomsen/myopenwrt/forks|https://api.github.com/repos/lbthomsen/myopenwrt/languages
MyPro|hacyzh|2|50|163|287|0|0||https://api.github.com/repos/hacyzh/MyPro|https://github.com/hacyzh/MyPro|https://api.github.com/repos/hacyzh/MyPro/stargazers|https://api.github.com/repos/hacyzh/MyPro/subscribers|https://api.github.com/repos/hacyzh/MyPro/forks|https://api.github.com/repos/hacyzh/MyPro/languages
MyRepository|daw4714|0|0|6|4|0|0|Repositiory for University Work|https://api.github.com/repos/daw4714/MyRepository|https://github.com/daw4714/MyRepository|https://api.github.com/repos/daw4714/MyRepository/stargazers|https://api.github.com/repos/daw4714/MyRepository/subscribers|https://api.github.com/repos/daw4714/MyRepository/forks|https://api.github.com/repos/daw4714/MyRepository/languages
MySketchbook|garimellagowtham|4|240|11|4|0|0||https://api.github.com/repos/garimellagowtham/MySketchbook|https://github.com/garimellagowtham/MySketchbook|https://api.github.com/repos/garimellagowtham/MySketchbook/stargazers|https://api.github.com/repos/garimellagowtham/MySketchbook/subscribers|https://api.github.com/repos/garimellagowtham/MySketchbook/forks|https://api.github.com/repos/garimellagowtham/MySketchbook/languages
mysql-5.5.30|Longhui|287|629|657|121|0|1||https://api.github.com/repos/Longhui/mysql-5.5.30|https://github.com/Longhui/mysql-5.5.30|https://api.github.com/repos/Longhui/mysql-5.5.30/stargazers|https://api.github.com/repos/Longhui/mysql-5.5.30/subscribers|https://api.github.com/repos/Longhui/mysql-5.5.30/forks|https://api.github.com/repos/Longhui/mysql-5.5.30/languages
N1-Kernel-CM7-experimental|PlusOne|911|4321|1160|1102|0|0|experimental|https://api.github.com/repos/PlusOne/N1-Kernel-CM7-experimental|https://github.com/PlusOne/N1-Kernel-CM7-experimental|https://api.github.com/repos/PlusOne/N1-Kernel-CM7-experimental/stargazers|https://api.github.com/repos/PlusOne/N1-Kernel-CM7-experimental/subscribers|https://api.github.com/repos/PlusOne/N1-Kernel-CM7-experimental/forks|https://api.github.com/repos/PlusOne/N1-Kernel-CM7-experimental/languages
N920TUVU3DPG1_Kernel|scrappy610|1118|5518|1532|1091|0|0|Stock kernel testing|https://api.github.com/repos/scrappy610/N920TUVU3DPG1_Kernel|https://github.com/scrappy610/N920TUVU3DPG1_Kernel|https://api.github.com/repos/scrappy610/N920TUVU3DPG1_Kernel/stargazers|https://api.github.com/repos/scrappy610/N920TUVU3DPG1_Kernel/subscribers|https://api.github.com/repos/scrappy610/N920TUVU3DPG1_Kernel/forks|https://api.github.com/repos/scrappy610/N920TUVU3DPG1_Kernel/languages
nacl-llvm-branches.newlib|ericmckean|54|164|121|88|0|0|Automatically exported from code.google.com/p/nacl-llvm-branches.newlib|https://api.github.com/repos/ericmckean/nacl-llvm-branches.newlib|https://github.com/ericmckean/nacl-llvm-branches.newlib|https://api.github.com/repos/ericmckean/nacl-llvm-branches.newlib/stargazers|https://api.github.com/repos/ericmckean/nacl-llvm-branches.newlib/subscribers|https://api.github.com/repos/ericmckean/nacl-llvm-branches.newlib/forks|https://api.github.com/repos/ericmckean/nacl-llvm-branches.newlib/languages
Name_patterns_using_C|ChiatanyaS|0|0|0|1|0|0|create your own name patterns using 'C' language|https://api.github.com/repos/ChiatanyaS/Name_patterns_using_C|https://github.com/ChiatanyaS/Name_patterns_using_C|https://api.github.com/repos/ChiatanyaS/Name_patterns_using_C/stargazers|https://api.github.com/repos/ChiatanyaS/Name_patterns_using_C/subscribers|https://api.github.com/repos/ChiatanyaS/Name_patterns_using_C/forks|https://api.github.com/repos/ChiatanyaS/Name_patterns_using_C/languages
ncu_homework|momodupi|0|0|0|0|0|0|vs c & c++|https://api.github.com/repos/momodupi/ncu_homework|https://github.com/momodupi/ncu_homework|https://api.github.com/repos/momodupi/ncu_homework/stargazers|https://api.github.com/repos/momodupi/ncu_homework/subscribers|https://api.github.com/repos/momodupi/ncu_homework/forks|https://api.github.com/repos/momodupi/ncu_homework/languages
nebula_kernel_sdm845-op|DevOnePlus|1254|6440|1988|1082|0|0|OnePlus 6/6T Kernel|https://api.github.com/repos/DevOnePlus/nebula_kernel_sdm845-op|https://github.com/DevOnePlus/nebula_kernel_sdm845-op|https://api.github.com/repos/DevOnePlus/nebula_kernel_sdm845-op/stargazers|https://api.github.com/repos/DevOnePlus/nebula_kernel_sdm845-op/subscribers|https://api.github.com/repos/DevOnePlus/nebula_kernel_sdm845-op/forks|https://api.github.com/repos/DevOnePlus/nebula_kernel_sdm845-op/languages
net-snmp-clone|jbreeden|52|282|119|86|0|0|Clone of net-snmp (5.7.3). Adds function exports for Windows DLL builds.|https://api.github.com/repos/jbreeden/net-snmp-clone|https://github.com/jbreeden/net-snmp-clone|https://api.github.com/repos/jbreeden/net-snmp-clone/stargazers|https://api.github.com/repos/jbreeden/net-snmp-clone/subscribers|https://api.github.com/repos/jbreeden/net-snmp-clone/forks|https://api.github.com/repos/jbreeden/net-snmp-clone/languages
Net-SSLeay|gitpan|1|1|1|1|0|0|Read-only release history for Net-SSLeay|https://api.github.com/repos/gitpan/Net-SSLeay|https://github.com/gitpan/Net-SSLeay|https://api.github.com/repos/gitpan/Net-SSLeay/stargazers|https://api.github.com/repos/gitpan/Net-SSLeay/subscribers|https://api.github.com/repos/gitpan/Net-SSLeay/forks|https://api.github.com/repos/gitpan/Net-SSLeay/languages
netbsd-ZYBO|lparkes|2763|9046|7358|3004|0|2|My personal hacks/changes to support the ZYBO|https://api.github.com/repos/lparkes/netbsd-ZYBO|https://github.com/lparkes/netbsd-ZYBO|https://api.github.com/repos/lparkes/netbsd-ZYBO/stargazers|https://api.github.com/repos/lparkes/netbsd-ZYBO/subscribers|https://api.github.com/repos/lparkes/netbsd-ZYBO/forks|https://api.github.com/repos/lparkes/netbsd-ZYBO/languages
netbsd8|extremelydangerous|122|501|573|446|0|1||https://api.github.com/repos/extremelydangerous/netbsd8|https://github.com/extremelydangerous/netbsd8|https://api.github.com/repos/extremelydangerous/netbsd8/stargazers|https://api.github.com/repos/extremelydangerous/netbsd8/subscribers|https://api.github.com/repos/extremelydangerous/netbsd8/forks|https://api.github.com/repos/extremelydangerous/netbsd8/languages
netthreads-re|rickwwallen|3|21|5|6|0|0||https://api.github.com/repos/rickwwallen/netthreads-re|https://github.com/rickwwallen/netthreads-re|https://api.github.com/repos/rickwwallen/netthreads-re/stargazers|https://api.github.com/repos/rickwwallen/netthreads-re/subscribers|https://api.github.com/repos/rickwwallen/netthreads-re/forks|https://api.github.com/repos/rickwwallen/netthreads-re/languages
newlib|venkynv|97|316|218|206|0|0||https://api.github.com/repos/venkynv/newlib|https://github.com/venkynv/newlib|https://api.github.com/repos/venkynv/newlib/stargazers|https://api.github.com/repos/venkynv/newlib/subscribers|https://api.github.com/repos/venkynv/newlib/forks|https://api.github.com/repos/venkynv/newlib/languages
newlib|xdje42|57|201|139|108|0|0||https://api.github.com/repos/xdje42/newlib|https://github.com/xdje42/newlib|https://api.github.com/repos/xdje42/newlib/stargazers|https://api.github.com/repos/xdje42/newlib/subscribers|https://api.github.com/repos/xdje42/newlib/forks|https://api.github.com/repos/xdje42/newlib/languages
newlib|xcvista|57|202|140|109|0|0|newlib 2.2 fork for MuskiOS-ARM (Raspberry Pi homebrew OS)|https://api.github.com/repos/xcvista/newlib|https://github.com/xcvista/newlib|https://api.github.com/repos/xcvista/newlib/stargazers|https://api.github.com/repos/xcvista/newlib/subscribers|https://api.github.com/repos/xcvista/newlib/forks|https://api.github.com/repos/xcvista/newlib/languages
newlib-c|waltster|93|313|218|206|0|0||https://api.github.com/repos/waltster/newlib-c|https://github.com/waltster/newlib-c|https://api.github.com/repos/waltster/newlib-c/stargazers|https://api.github.com/repos/waltster/newlib-c/subscribers|https://api.github.com/repos/waltster/newlib-c/forks|https://api.github.com/repos/waltster/newlib-c/languages
newlib-cheri1|heshamelmatary|97|320|222|208|0|0||https://api.github.com/repos/heshamelmatary/newlib-cheri1|https://github.com/heshamelmatary/newlib-cheri1|https://api.github.com/repos/heshamelmatary/newlib-cheri1/stargazers|https://api.github.com/repos/heshamelmatary/newlib-cheri1/subscribers|https://api.github.com/repos/heshamelmatary/newlib-cheri1/forks|https://api.github.com/repos/heshamelmatary/newlib-cheri1/languages
newlib-cygwin|hfmanson|92|305|217|205|0|2|Clone of  git://sourceware.org/git/newlib-cygwin.git|https://api.github.com/repos/hfmanson/newlib-cygwin|https://github.com/hfmanson/newlib-cygwin|https://api.github.com/repos/hfmanson/newlib-cygwin/stargazers|https://api.github.com/repos/hfmanson/newlib-cygwin/subscribers|https://api.github.com/repos/hfmanson/newlib-cygwin/forks|https://api.github.com/repos/hfmanson/newlib-cygwin/languages
newlib-cygwin|haubi|100|336|223|219|0|1|git://sourceware.org/newlib-cygwin with extras to support Gentoo Prefix|https://api.github.com/repos/haubi/newlib-cygwin|https://github.com/haubi/newlib-cygwin|https://api.github.com/repos/haubi/newlib-cygwin/stargazers|https://api.github.com/repos/haubi/newlib-cygwin/subscribers|https://api.github.com/repos/haubi/newlib-cygwin/forks|https://api.github.com/repos/haubi/newlib-cygwin/languages
newlib-cygwin|kekyo|97|327|221|214|0|0|Imported from newlib-cygwin|https://api.github.com/repos/kekyo/newlib-cygwin|https://github.com/kekyo/newlib-cygwin|https://api.github.com/repos/kekyo/newlib-cygwin/stargazers|https://api.github.com/repos/kekyo/newlib-cygwin/subscribers|https://api.github.com/repos/kekyo/newlib-cygwin/forks|https://api.github.com/repos/kekyo/newlib-cygwin/languages
newlib-influx|almoghamdani|100|339|223|219|0|0||https://api.github.com/repos/almoghamdani/newlib-influx|https://github.com/almoghamdani/newlib-influx|https://api.github.com/repos/almoghamdani/newlib-influx/stargazers|https://api.github.com/repos/almoghamdani/newlib-influx/subscribers|https://api.github.com/repos/almoghamdani/newlib-influx/forks|https://api.github.com/repos/almoghamdani/newlib-influx/languages
newlib-xelix|lutoma|100|337|223|219|0|0|Newlib C standard library with patches to support the Xelix kernel|https://api.github.com/repos/lutoma/newlib-xelix|https://github.com/lutoma/newlib-xelix|https://api.github.com/repos/lutoma/newlib-xelix/stargazers|https://api.github.com/repos/lutoma/newlib-xelix/subscribers|https://api.github.com/repos/lutoma/newlib-xelix/forks|https://api.github.com/repos/lutoma/newlib-xelix/languages
newlib-zephyr|kaidoho|66|233|154|128|0|0||https://api.github.com/repos/kaidoho/newlib-zephyr|https://github.com/kaidoho/newlib-zephyr|https://api.github.com/repos/kaidoho/newlib-zephyr/stargazers|https://api.github.com/repos/kaidoho/newlib-zephyr/subscribers|https://api.github.com/repos/kaidoho/newlib-zephyr/forks|https://api.github.com/repos/kaidoho/newlib-zephyr/languages
newlib1.16|stahta01|48|164|122|84|0|0|Fork of newlib version 1.16|https://api.github.com/repos/stahta01/newlib1.16|https://github.com/stahta01/newlib1.16|https://api.github.com/repos/stahta01/newlib1.16/stargazers|https://api.github.com/repos/stahta01/newlib1.16/subscribers|https://api.github.com/repos/stahta01/newlib1.16/forks|https://api.github.com/repos/stahta01/newlib1.16/languages
NewResponsitory|PeschanskyVlad|3|7|12|22|0|0||https://api.github.com/repos/PeschanskyVlad/NewResponsitory|https://github.com/PeschanskyVlad/NewResponsitory|https://api.github.com/repos/PeschanskyVlad/NewResponsitory/stargazers|https://api.github.com/repos/PeschanskyVlad/NewResponsitory/subscribers|https://api.github.com/repos/PeschanskyVlad/NewResponsitory/forks|https://api.github.com/repos/PeschanskyVlad/NewResponsitory/languages
nexion_yocto_sumo-linux-imx|deadpoolcode1|1281|6468|1848|1119|0|0|kernel for nexion project, based on imx8m-mini|https://api.github.com/repos/deadpoolcode1/nexion_yocto_sumo-linux-imx|https://github.com/deadpoolcode1/nexion_yocto_sumo-linux-imx|https://api.github.com/repos/deadpoolcode1/nexion_yocto_sumo-linux-imx/stargazers|https://api.github.com/repos/deadpoolcode1/nexion_yocto_sumo-linux-imx/subscribers|https://api.github.com/repos/deadpoolcode1/nexion_yocto_sumo-linux-imx/forks|https://api.github.com/repos/deadpoolcode1/nexion_yocto_sumo-linux-imx/languages
NGControl|GitGround|10|224|0|0|0|0||https://api.github.com/repos/GitGround/NGControl|https://github.com/GitGround/NGControl|https://api.github.com/repos/GitGround/NGControl/stargazers|https://api.github.com/repos/GitGround/NGControl/subscribers|https://api.github.com/repos/GitGround/NGControl/forks|https://api.github.com/repos/GitGround/NGControl/languages
nginx-testing|rantoniello|143|424|307|72|0|0||https://api.github.com/repos/rantoniello/nginx-testing|https://github.com/rantoniello/nginx-testing|https://api.github.com/repos/rantoniello/nginx-testing/stargazers|https://api.github.com/repos/rantoniello/nginx-testing/subscribers|https://api.github.com/repos/rantoniello/nginx-testing/forks|https://api.github.com/repos/rantoniello/nginx-testing/languages
nipper-ng|chief4scot|0|0|162|35|0|0|Automatically exported from code.google.com/p/nipper-ng|https://api.github.com/repos/chief4scot/nipper-ng|https://github.com/chief4scot/nipper-ng|https://api.github.com/repos/chief4scot/nipper-ng/stargazers|https://api.github.com/repos/chief4scot/nipper-ng/subscribers|https://api.github.com/repos/chief4scot/nipper-ng/forks|https://api.github.com/repos/chief4scot/nipper-ng/languages
nng|xulongqiu|30|38|68|10|0|0||https://api.github.com/repos/xulongqiu/nng|https://github.com/xulongqiu/nng|https://api.github.com/repos/xulongqiu/nng/stargazers|https://api.github.com/repos/xulongqiu/nng/subscribers|https://api.github.com/repos/xulongqiu/nng/forks|https://api.github.com/repos/xulongqiu/nng/languages
node-cryptonote-util|alexmateescu|5|20|1|2|0|0||https://api.github.com/repos/alexmateescu/node-cryptonote-util|https://github.com/alexmateescu/node-cryptonote-util|https://api.github.com/repos/alexmateescu/node-cryptonote-util/stargazers|https://api.github.com/repos/alexmateescu/node-cryptonote-util/subscribers|https://api.github.com/repos/alexmateescu/node-cryptonote-util/forks|https://api.github.com/repos/alexmateescu/node-cryptonote-util/languages
NOOBsKernel_M|LyFE4599|1163|5948|1736|1065|0|0||https://api.github.com/repos/LyFE4599/NOOBsKernel_M|https://github.com/LyFE4599/NOOBsKernel_M|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/stargazers|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/subscribers|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/forks|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/languages
nRF5_SDK|criticalsoftware|123|319|51|18|0|0||https://api.github.com/repos/criticalsoftware/nRF5_SDK|https://github.com/criticalsoftware/nRF5_SDK|https://api.github.com/repos/criticalsoftware/nRF5_SDK/stargazers|https://api.github.com/repos/criticalsoftware/nRF5_SDK/subscribers|https://api.github.com/repos/criticalsoftware/nRF5_SDK/forks|https://api.github.com/repos/criticalsoftware/nRF5_SDK/languages
nrf5_sdk17.0.0|Michaelhobo|123|319|51|18|0|0|A Bazelified version of the NRF5 SDK, version 17.0.0|https://api.github.com/repos/Michaelhobo/nrf5_sdk17.0.0|https://github.com/Michaelhobo/nrf5_sdk17.0.0|https://api.github.com/repos/Michaelhobo/nrf5_sdk17.0.0/stargazers|https://api.github.com/repos/Michaelhobo/nrf5_sdk17.0.0/subscribers|https://api.github.com/repos/Michaelhobo/nrf5_sdk17.0.0/forks|https://api.github.com/repos/Michaelhobo/nrf5_sdk17.0.0/languages
nsb-3xx|nsmr0604|2951|10765|5309|3070|0|2|Elecom NSB-3NR and NSB-3MS series Firemware sourcecode. GPL/LGPL licences|https://api.github.com/repos/nsmr0604/nsb-3xx|https://github.com/nsmr0604/nsb-3xx|https://api.github.com/repos/nsmr0604/nsb-3xx/stargazers|https://api.github.com/repos/nsmr0604/nsb-3xx/subscribers|https://api.github.com/repos/nsmr0604/nsb-3xx/forks|https://api.github.com/repos/nsmr0604/nsb-3xx/languages
nsd|LTD-Beget|23|28|21|0|0|0|NSD authoritative dns server - unofficial mirror|https://api.github.com/repos/LTD-Beget/nsd|https://github.com/LTD-Beget/nsd|https://api.github.com/repos/LTD-Beget/nsd/stargazers|https://api.github.com/repos/LTD-Beget/nsd/subscribers|https://api.github.com/repos/LTD-Beget/nsd/forks|https://api.github.com/repos/LTD-Beget/nsd/languages
NuandRFProyect|Tonix22|17|133|154|32|0|0|Custom RF Nuand develop|https://api.github.com/repos/Tonix22/NuandRFProyect|https://github.com/Tonix22/NuandRFProyect|https://api.github.com/repos/Tonix22/NuandRFProyect/stargazers|https://api.github.com/repos/Tonix22/NuandRFProyect/subscribers|https://api.github.com/repos/Tonix22/NuandRFProyect/forks|https://api.github.com/repos/Tonix22/NuandRFProyect/languages
NuMaker_NuWicam_RDK|jtlai0921|972|4397|1221|1203|0|0||https://api.github.com/repos/jtlai0921/NuMaker_NuWicam_RDK|https://github.com/jtlai0921/NuMaker_NuWicam_RDK|https://api.github.com/repos/jtlai0921/NuMaker_NuWicam_RDK/stargazers|https://api.github.com/repos/jtlai0921/NuMaker_NuWicam_RDK/subscribers|https://api.github.com/repos/jtlai0921/NuMaker_NuWicam_RDK/forks|https://api.github.com/repos/jtlai0921/NuMaker_NuWicam_RDK/languages
nutriboost|aryuuu|0|0|7|8|0|0||https://api.github.com/repos/aryuuu/nutriboost|https://github.com/aryuuu/nutriboost|https://api.github.com/repos/aryuuu/nutriboost/stargazers|https://api.github.com/repos/aryuuu/nutriboost/subscribers|https://api.github.com/repos/aryuuu/nutriboost/forks|https://api.github.com/repos/aryuuu/nutriboost/languages
nxp3220_apps|NexellCorp|2|3|12|3|0|0||https://api.github.com/repos/NexellCorp/nxp3220_apps|https://github.com/NexellCorp/nxp3220_apps|https://api.github.com/repos/NexellCorp/nxp3220_apps/stargazers|https://api.github.com/repos/NexellCorp/nxp3220_apps/subscribers|https://api.github.com/repos/NexellCorp/nxp3220_apps/forks|https://api.github.com/repos/NexellCorp/nxp3220_apps/languages
OAI_modified|ShibinMathew36|15|197|76|47|0|0|OpenAirInterface software with Proportional Fair scheduler as L2/MAC scheduler |https://api.github.com/repos/ShibinMathew36/OAI_modified|https://github.com/ShibinMathew36/OAI_modified|https://api.github.com/repos/ShibinMathew36/OAI_modified/stargazers|https://api.github.com/repos/ShibinMathew36/OAI_modified/subscribers|https://api.github.com/repos/ShibinMathew36/OAI_modified/forks|https://api.github.com/repos/ShibinMathew36/OAI_modified/languages
obs_win|yuqingtong1990|37|187|246|69|0|0||https://api.github.com/repos/yuqingtong1990/obs_win|https://github.com/yuqingtong1990/obs_win|https://api.github.com/repos/yuqingtong1990/obs_win/stargazers|https://api.github.com/repos/yuqingtong1990/obs_win/subscribers|https://api.github.com/repos/yuqingtong1990/obs_win/forks|https://api.github.com/repos/yuqingtong1990/obs_win/languages
obsd|younix|1185|3875|3464|881|0|0|OpenBSD scratches|https://api.github.com/repos/younix/obsd|https://github.com/younix/obsd|https://api.github.com/repos/younix/obsd/stargazers|https://api.github.com/repos/younix/obsd/subscribers|https://api.github.com/repos/younix/obsd/forks|https://api.github.com/repos/younix/obsd/languages
ocr-apps|shamouda|85|326|202|157|0|0||https://api.github.com/repos/shamouda/ocr-apps|https://github.com/shamouda/ocr-apps|https://api.github.com/repos/shamouda/ocr-apps/stargazers|https://api.github.com/repos/shamouda/ocr-apps/subscribers|https://api.github.com/repos/shamouda/ocr-apps/forks|https://api.github.com/repos/shamouda/ocr-apps/languages
ok6410_uboot_1_6|tonghua208|47|232|137|117|0|0||https://api.github.com/repos/tonghua208/ok6410_uboot_1_6|https://github.com/tonghua208/ok6410_uboot_1_6|https://api.github.com/repos/tonghua208/ok6410_uboot_1_6/stargazers|https://api.github.com/repos/tonghua208/ok6410_uboot_1_6/subscribers|https://api.github.com/repos/tonghua208/ok6410_uboot_1_6/forks|https://api.github.com/repos/tonghua208/ok6410_uboot_1_6/languages
